#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
NC_001145.3	4063	asmbl_4064	Unigene3153_YT,Unigene3153_YT	orient(a+/s?) align: 127769(1)-127984(216)
NC_001145.3	4064	asmbl_4065	Unigene3152_YT,Unigene3152_YT	orient(a+/s?) align: 128022(1)-128234(213)
NC_001145.3	4065	asmbl_4066	Unigene3150_YT,Unigene3151_YT,Unigene3150_YT,Unigene3151_YT	orient(a+/s?) align: 129671(1)-131864(2194)
NC_001145.3	4066	asmbl_4067	Unigene3149_YT,Unigene3149_YT	orient(a+/s?) align: 132287(1)-132467(181)
NC_001145.3	4067	asmbl_4068	Unigene3148_YT,Unigene3148_YT	orient(a+/s?) align: 132482(1)-132729(248)
NC_001145.3	4068	asmbl_4069	Unigene3147_YT,Unigene3147_YT	orient(a+/s?) align: 133189(1)-135276(2088)
NC_001145.3	4069	asmbl_4070	Unigene3146_YT,Unigene3146_YT	orient(a+/s?) align: 135369(1)-137215(1847)
NC_001145.3	4070	asmbl_4071	Unigene3143_YT,Unigene3144_YT,Unigene3145_YT,Unigene3143_YT,Unigene3144_YT,Unigene3145_YT	orient(a+/s?) align: 137395(1)-140332(2938)
NC_001145.3	4071	asmbl_4072	Unigene3141_YT,Unigene3142_YT,Unigene3141_YT,Unigene3142_YT	orient(a+/s?) align: 140416(1)-141871(1456)
NC_001145.3	4072	asmbl_4073	Unigene3140_YT,Unigene3140_YT	orient(a+/s?) align: 142116(1)-145173(3058)
NC_001145.3	4073	asmbl_4074	Unigene3139_YT,Unigene3139_YT	orient(a-/s?) align: 144884(1094)-145977(1)
NC_001145.3	4074	asmbl_4075	Unigene3138_YT,Unigene3138_YT	orient(a+/s?) align: 146229(1)-147353(1125)
NC_001145.3	4075	asmbl_4076	Unigene3137_YT,Unigene3137_YT	orient(a-/s?) align: 147376(1365)-148740(1)
NC_001145.3	4076	asmbl_4077	Unigene3135_YT,Unigene3136_YT,Unigene3135_YT,Unigene3136_YT	orient(a+/s?) align: 148829(1)-151682(2854)
NC_001145.3	4077	asmbl_4078	Unigene3134_YT,Unigene3134_YT	orient(a+/s?) align: 151785(1)-153195(1411)
NC_001145.3	4078	asmbl_4079	Unigene3133_YT,Unigene3133_YT	orient(a-/s?) align: 153144(5227)-158370(1)
NC_001145.3	4079	asmbl_4080	Unigene3131_YT,Unigene3132_YT,Unigene3131_YT,Unigene3132_YT	orient(a+/s?) align: 158504(1)-159100(597)
NC_001145.3	4080	asmbl_4081	Unigene3129_YT,Unigene3130_YT	orient(a+/s?) align: 159323(1)-160179(857)
NC_001145.3	4081	asmbl_4082	Unigene3128_YT,Unigene3128_YT	orient(a+/s?) align: 160071(1)-162091(2021)
NC_001145.3	4082	asmbl_4083	Unigene3127_YT,Unigene3127_YT	orient(a-/s?) align: 162115(2185)-164299(1)
NC_001145.3	4083	asmbl_4084	Unigene3126_YT,Unigene3126_YT	orient(a+/s?) align: 164517(1)-165372(856)
NC_001145.3	4084	asmbl_4085	Unigene3125_YT,Unigene3125_YT	orient(a-/s?) align: 165471(1881)-167351(1)
NC_001145.3	4085	asmbl_4086	Unigene3124_YT,Unigene3124_YT	orient(a+/s?) align: 167171(1)-168065(895)
NC_001145.3	4086	asmbl_4087	Unigene3123_YT,Unigene3122_YT,Unigene3123_YT	orient(a+/s?) align: 168890(1)-169986(1097)
NC_001145.3	4087	asmbl_4088	Unigene3121_YT,Unigene3121_YT	orient(a-/s?) align: 169965(206)-170170(1)
NC_001145.3	4088	asmbl_4089	Unigene3120_YT,Unigene3120_YT	orient(a+/s?) align: 170116(1)-171424(1309)
NC_001145.3	4089	asmbl_4090	Unigene3116_YT,Unigene3117_YT,Unigene3118_YT,Unigene3119_YT,Unigene3116_YT,Unigene3117_YT,Unigene3118_YT,Unigene3119_YT	orient(a+/s?) align: 171349(1)-174190(2842)
NC_001145.3	4090	asmbl_4091	Unigene3113_YT,Unigene3113_YT	orient(a+/s?) align: 181392(1)-183504(2113)
NC_001145.3	4091	asmbl_4092	Unigene3111_YT,Unigene3111_YT	orient(a+/s?) align: 192634(1)-195170(2537)
NC_001145.3	4092	asmbl_4093	Unigene3110_YT,Unigene3110_YT	orient(a-/s?) align: 194815(1356)-196170(1)
NC_001145.3	4093	asmbl_4094	Unigene3108_YT,Unigene3108_YT	orient(a-/s?) align: 204386(1109)-205494(1)
NC_001145.3	4094	asmbl_4095	Unigene3107_YT,Unigene3107_YT	orient(a+/s?) align: 205589(1)-206413(825)
NC_001145.3	4095	asmbl_4096	Unigene3106_YT,Unigene3106_YT	orient(a-/s?) align: 206167(2871)-209037(1)
NC_001145.3	4096	asmbl_4097	Unigene3103_YT,Unigene3104_YT,Unigene3103_YT,Unigene3104_YT	orient(a+/s?) align: 212210(1)-214148(1939)
NC_001145.3	4097	asmbl_4098	Unigene3102_YT,Unigene3102_YT	orient(a+/s?) align: 216435(1)-217186(752)
NC_001145.3	4098	asmbl_4099	Unigene3101_YT,Unigene3101_YT	orient(a-/s?) align: 218855(409)-219263(1)
NC_001145.3	4099	asmbl_4100	Unigene3100_YT,Unigene3100_YT	orient(a+/s?) align: 220138(1)-220832(695)
NC_001145.3	4100	asmbl_4101	Unigene3099_YT,Unigene3099_YT	orient(a-/s?) align: 220937(455)-221391(1)
NC_001145.3	4101	asmbl_4102	Unigene3098_YT,Unigene3098_YT	orient(a+/s?) align: 221317(1)-222646(1330)
NC_001145.3	4102	asmbl_4103	Unigene3097_YT,Unigene3097_YT	orient(a-/s?) align: 222629(1371)-223999(1)
NC_001145.3	4103	asmbl_4104	Unigene3096_YT,Unigene3096_YT	orient(a-/s?) align: 224295(1123)-225417(1)
NC_001145.3	4104	asmbl_4105	Unigene3095_YT,Unigene3095_YT	orient(a+/s?) align: 225871(1)-226968(1098)
NC_001145.3	4105	asmbl_4106	Unigene3094_YT,Unigene3094_YT	orient(a-/s?) align: 226747(1962)-228708(1)
NC_001145.3	4106	asmbl_4107	Unigene3093_YT,Unigene3093_YT	orient(a-/s?) align: 229485(1532)-231016(1)
NC_001145.3	4107	asmbl_4108	Unigene3092_YT,Unigene3092_YT	orient(a+/s?) align: 230946(1)-233373(2428)
NC_001145.3	4108	asmbl_4109	Unigene3091_YT,Unigene3091_YT	orient(a+/s?) align: 233425(1)-234734(1310)
NC_001145.3	4109	asmbl_4110	Unigene3090_YT,Unigene3090_YT	orient(a-/s?) align: 234609(1579)-236187(1)
NC_001145.3	4110	asmbl_4111	Unigene3089_YT,Unigene3089_YT	orient(a+/s?) align: 236527(1)-238790(2264)
NC_001145.3	4111	asmbl_4112	Unigene3088_YT,Unigene3088_YT	orient(a+/s?) align: 238793(1)-239298(506)
NC_001145.3	4112	asmbl_4113	Unigene3087_YT,Unigene3087_YT	orient(a-/s?) align: 239400(2405)-241804(1)
NC_001145.3	4113	asmbl_4114	Unigene3086_YT,Unigene3086_YT	orient(a-/s?) align: 241880(1189)-243068(1)
NC_001145.3	4114	asmbl_4115	Unigene3085_YT,Unigene3085_YT	orient(a+/s?) align: 244149(1)-245903(1755)
NC_001145.3	4115	asmbl_4116	Unigene3084_YT,Unigene3084_YT	orient(a+/s?) align: 246116(1)-246751(636)
NC_001145.3	4116	asmbl_4117	Unigene3082_YT,Unigene3083_YT,Unigene3082_YT,Unigene3083_YT	orient(a+/s?) align: 246815(1)-247587(773)
NC_001145.3	4117	asmbl_4118	Unigene3081_YT,Unigene3081_YT	orient(a+/s?) align: 247635(1)-251124(3490)
NC_001145.3	4118	asmbl_4119	Unigene3080_YT,Unigene3080_YT	orient(a-/s?) align: 250994(565)-251558(1)
NC_001145.3	4119	asmbl_4120	Unigene3079_YT,Unigene3079_YT	orient(a-/s?) align: 251576(1712)-253287(1)
NC_001145.3	4120	asmbl_4121	Unigene3078_YT,Unigene3078_YT	orient(a+/s?) align: 253218(1)-256127(2910)
NC_001145.3	4121	asmbl_4122	Unigene3077_YT,Unigene3077_YT	orient(a-/s?) align: 256017(3018)-259034(1)
NC_001145.3	4122	asmbl_4123	Unigene3076_YT,Unigene3076_YT	orient(a-/s?) align: 259260(841)-260100(1)
NC_001145.3	4123	asmbl_4124	Unigene3075_YT,Unigene3075_YT	orient(a+/s?) align: 259955(1)-261656(1702)
NC_001145.3	4124	asmbl_4125	Unigene3073_YT,Unigene3074_YT,Unigene3073_YT,Unigene3074_YT	orient(a+/s?) align: 261503(1)-263068(1566)
NC_001145.3	4125	asmbl_4126	Unigene3072_YT,Unigene3072_YT	orient(a+/s?) align: 263450(1)-266869(3420)
NC_001145.3	4126	asmbl_4127	Unigene3071_YT,Unigene3071_YT	orient(a+/s?) align: 266855(1)-267917(1063)
NC_001145.3	4127	asmbl_4128	Unigene3070_YT,Unigene3070_YT	orient(a-/s?) align: 268733(3192)-271924(1)
NC_001145.3	4128	asmbl_4129	Unigene3069_YT,Unigene3069_YT	orient(a+/s?) align: 271851(1)-272939(1089)
NC_001145.3	4129	asmbl_4130	Unigene3067_YT,Unigene3068_YT,Unigene3067_YT,Unigene3068_YT	orient(a+/s?) align: 274017(1)-275767(1751)
NC_001145.3	4130	asmbl_4131	Unigene3064_YT,Unigene3065_YT,Unigene3066_YT,Unigene3064_YT,Unigene3065_YT,Unigene3066_YT	orient(a-/s?) align: 275822(1635)-277456(1)
NC_001145.3	4131	asmbl_4132	Unigene3063_YT,Unigene3063_YT	orient(a+/s?) align: 279934(1)-280455(522)
NC_001145.3	4132	asmbl_4133	Unigene3062_YT,Unigene3062_YT	orient(a-/s?) align: 280590(1995)-282584(1)
NC_001145.3	4133	asmbl_4134	Unigene3061_YT,Unigene3061_YT	orient(a-/s?) align: 283158(300)-283457(1)
NC_001145.3	4134	asmbl_4135	Unigene3060_YT,Unigene3060_YT	orient(a-/s?) align: 283462(203)-283664(1)
NC_001145.3	4135	asmbl_4136	Unigene3059_YT,Unigene3059_YT	orient(a+/s?) align: 285100(1)-286317(1218)
NC_001145.3	4136	asmbl_4137	Unigene3058_YT,Unigene3058_YT	orient(a-/s?) align: 286459(734)-287192(1)
NC_001145.3	4137	asmbl_4138	Unigene3057_YT,Unigene3057_YT	orient(a+/s?) align: 288035(1)-290703(2669)
NC_001145.3	4138	asmbl_4139	Unigene3056_YT,Unigene3056_YT	orient(a+/s?) align: 290836(1)-291033(198)
NC_001145.3	4139	asmbl_4140	Unigene3055_YT,Unigene3055_YT	orient(a+/s?) align: 291010(1)-295040(4031)
NC_001145.3	4140	asmbl_4141	Unigene3054_YT,Unigene3054_YT	orient(a-/s?) align: 295005(1960)-296964(1)
NC_001145.3	4141	asmbl_4142	Unigene3053_YT,Unigene3053_YT	orient(a+/s?) align: 296996(1)-298864(1869)
NC_001145.3	4142	asmbl_4143	Unigene3052_YT,Unigene3052_YT	orient(a+/s?) align: 298842(1)-300777(1936)
NC_001145.3	4143	asmbl_4144	Unigene3051_YT,Unigene3051_YT	orient(a-/s?) align: 300667(2443)-303109(1)
NC_001145.3	4144	asmbl_4145	Unigene3049_YT,Unigene3049_YT	orient(a+/s?) align: 305918(1)-306429(512)
NC_001145.3	4145	asmbl_4146	Unigene3048_YT,Unigene3048_YT	orient(a+/s?) align: 306969(1)-307354(386)
NC_001145.3	4146	asmbl_4147	Unigene3046_YT,Unigene3047_YT,Unigene3046_YT,Unigene3047_YT	orient(a+/s?) align: 307376(1)-308967(1592)
NC_001145.3	4147	asmbl_4148	Unigene3045_YT,Unigene3045_YT	orient(a-/s?) align: 311422(228)-311649(1)
NC_001145.3	4148	asmbl_4149	Unigene3044_YT,Unigene3044_YT	orient(a-/s?) align: 311647(479)-312125(1)
NC_001145.3	4149	asmbl_4150	Unigene3042_YT,Unigene3043_YT,Unigene3042_YT,Unigene3043_YT	orient(a+/s?) align: 312182(1)-315111(2930)
NC_001145.3	4150	asmbl_4151	Unigene3041_YT,Unigene3041_YT	orient(a-/s?) align: 315117(346)-315462(1)
NC_001145.3	4151	asmbl_4152	Unigene3040_YT,Unigene3040_YT	orient(a+/s?) align: 315377(1)-316983(1607)
NC_001145.3	4152	asmbl_4153	Unigene3039_YT,Unigene3039_YT	orient(a-/s?) align: 316890(1586)-318475(1)
NC_001145.3	4153	asmbl_4154	Unigene3038_YT,Unigene3038_YT	orient(a-/s?) align: 319338(1857)-321194(1)
NC_001145.3	4154	asmbl_4155	Unigene3037_YT,Unigene3037_YT	orient(a+/s?) align: 321872(1)-323216(1345)
NC_001145.3	4155	asmbl_4156	Unigene3036_YT,Unigene3036_YT	orient(a+/s?) align: 323252(1)-324252(1001)
NC_001145.3	4156	asmbl_4157	Unigene3035_YT,Unigene3035_YT	orient(a-/s?) align: 324123(1491)-325613(1)
NC_001145.3	4157	asmbl_4158	Unigene3034_YT,Unigene3034_YT	orient(a+/s?) align: 327482(1)-328653(1172)
NC_001145.3	4158	asmbl_4159	Unigene3033_YT,Unigene3033_YT	orient(a-/s?) align: 328681(1800)-330480(1)
NC_001145.3	4159	asmbl_4160	Unigene3032_YT,Unigene3032_YT	orient(a+/s?) align: 330793(1)-331963(1171)
NC_001145.3	4160	asmbl_4161	Unigene3031_YT,Unigene3031_YT	orient(a-/s?) align: 332020(2850)-334869(1)
NC_001145.3	4161	asmbl_4162	Unigene3030_YT,Unigene3030_YT	orient(a+/s?) align: 335182(1)-337430(2249)
NC_001145.3	4162	asmbl_4163	Unigene3029_YT,Unigene3029_YT	orient(a+/s?) align: 337740(1)-339448(1709)
NC_001145.3	4163	asmbl_4164	Unigene3028_YT,Unigene3028_YT	orient(a-/s?) align: 339299(2002)-341300(1)
NC_001145.3	4164	asmbl_4165	Unigene3027_YT,Unigene3027_YT	orient(a+/s?) align: 341085(1)-341807(723)
NC_001145.3	4165	asmbl_4166	Unigene3026_YT,Unigene3026_YT	orient(a-/s?) align: 341698(1870)-343567(1)
NC_001145.3	4166	asmbl_4167	Unigene3023_YT,Unigene3024_YT,Unigene3025_YT,CL60Contig1_YT,Unigene3023_YT,Unigene3024_YT,Unigene3025_YT	orient(a+/s?) align: 343544(1)-347596(4053)
NC_001145.3	4167	asmbl_4168	Unigene3022_YT,Unigene3022_YT	orient(a-/s?) align: 348593(1247)-349839(1)
NC_001145.3	4168	asmbl_4169	Unigene3021_YT,Unigene3021_YT	orient(a+/s?) align: 349871(1)-350981(1111)
NC_001145.3	4169	asmbl_4170	Unigene3020_YT,Unigene3020_YT	orient(a-/s?) align: 350958(1271)-352228(1)
NC_001145.3	4170	asmbl_4171	Unigene3019_YT,Unigene3019_YT	orient(a-/s?) align: 352436(211)-352646(1)
NC_001145.3	4171	asmbl_4172	Unigene3018_YT,Unigene3018_YT	orient(a-/s?) align: 352831(480)-353310(1)
NC_001145.3	4172	asmbl_4173	Unigene3017_YT,Unigene3017_YT	orient(a-/s?) align: 353325(306)-353630(1)
NC_001145.3	4173	asmbl_4174	Unigene3016_YT,Unigene3016_YT	orient(a+/s?) align: 353871(1)-354731(861)
NC_001145.3	4174	asmbl_4175	Unigene3015_YT,Unigene3015_YT	orient(a-/s?) align: 354787(330)-355116(1)
NC_001145.3	4175	asmbl_4176	Unigene3012_YT,Unigene3013_YT,Unigene3012_YT,Unigene3013_YT	orient(a+/s?) align: 363090(1)-366792(3703)
NC_001145.3	4176	asmbl_4177	Unigene3011_YT,Unigene3011_YT	orient(a+/s?) align: 366956(1)-368066(1111)
NC_001145.3	4177	asmbl_4178	Unigene3010_YT,Unigene3010_YT	orient(a-/s?) align: 367934(2644)-370577(1)
NC_001145.3	4178	asmbl_4179	Unigene3009_YT,Unigene3009_YT	orient(a+/s?) align: 371212(1)-371540(329)
NC_001145.3	4179	asmbl_4180	Unigene3008_YT,Unigene3008_YT	orient(a+/s?) align: 371569(1)-371914(346)
NC_001145.3	4180	asmbl_4181	Unigene3007_YT,Unigene3007_YT	orient(a-/s?) align: 372083(438)-372520(1)
NC_001145.3	4181	asmbl_4182	Unigene3004_YT,Unigene3005_YT,Unigene3004_YT,Unigene3005_YT	orient(a+/s?) align: 379554(1)-383215(3662)
NC_001145.3	4182	asmbl_4183	Unigene3002_YT,Unigene3003_YT,Unigene3002_YT,Unigene3003_YT	orient(a+/s?) align: 383079(1)-387070(3992)
NC_001145.3	4183	asmbl_4184	Unigene3000_YT,Unigene3000_YT	orient(a-/s?) align: 388817(241)-389057(1)
NC_001145.3	4184	asmbl_4185	Unigene2999_YT,Unigene2999_YT	orient(a-/s?) align: 389059(255)-389313(1)
NC_001145.3	4185	asmbl_4186	Unigene2998_YT,Unigene2998_YT	orient(a-/s?) align: 389293(299)-389591(1)
NC_001145.3	4186	asmbl_4187	Unigene2997_YT,Unigene2997_YT	orient(a-/s?) align: 390067(617)-390683(1)
NC_001145.3	4187	asmbl_4188	Unigene2996_YT,Unigene2996_YT	orient(a+/s?) align: 391039(1)-391610(572)
NC_001145.3	4188	asmbl_4189	Unigene2995_YT,Unigene2995_YT	orient(a-/s?) align: 391525(1019)-392543(1)
NC_001145.3	4189	asmbl_4190	Unigene2994_YT,Unigene2994_YT	orient(a+/s?) align: 392731(1)-394977(2247)
NC_001145.3	4190	asmbl_4191	Unigene2993_YT,Unigene2993_YT	orient(a-/s?) align: 394849(1602)-396450(1)
NC_001145.3	4191	asmbl_4192	Unigene2992_YT,Unigene2992_YT	orient(a-/s?) align: 396561(304)-396864(1)
NC_001145.3	4192	asmbl_4193	Unigene2991_YT,Unigene2991_YT	orient(a-/s?) align: 397140(339)-397478(1)
NC_001145.3	4193	asmbl_4194	Unigene2989_YT,Unigene2990_YT,Unigene2989_YT,Unigene2990_YT	orient(a+/s?) align: 397903(1)-399823(1921)
NC_001145.3	4194	asmbl_4195	Unigene2988_YT,Unigene2988_YT	orient(a-/s?) align: 401065(364)-401428(1)
NC_001145.3	4195	asmbl_4196	Unigene2987_YT,Unigene2987_YT	orient(a+/s?) align: 401541(1)-404303(2763)
NC_001145.3	4196	asmbl_4197	Unigene2986_YT,Unigene2986_YT	orient(a-/s?) align: 404273(1328)-405600(1)
NC_001145.3	4197	asmbl_4198	Unigene2984_YT,Unigene2985_YT,Unigene2984_YT,Unigene2985_YT	orient(a+/s?) align: 405835(1)-406251(417)
NC_001145.3	4198	asmbl_4199	Unigene2982_YT,Unigene2982_YT	orient(a+/s?) align: 407742(1)-409001(1260)
NC_001145.3	4199	asmbl_4200	Unigene2980_YT,Unigene2980_YT	orient(a-/s?) align: 410656(803)-411458(1)
NC_001145.3	4200	asmbl_4201	Unigene2979_YT,Unigene2979_YT	orient(a+/s?) align: 411489(1)-412243(755)
NC_001145.3	4201	asmbl_4202	Unigene2977_YT,Unigene2978_YT,Unigene2977_YT,Unigene2978_YT	orient(a+/s?) align: 413050(1)-416132(3083)
NC_001145.3	4202	asmbl_4203	Unigene2976_YT,Unigene2976_YT	orient(a-/s?) align: 416017(4092)-420108(1)
NC_001145.3	4203	asmbl_4204	Unigene2975_YT,Unigene2975_YT	orient(a-/s?) align: 420395(277)-420671(1)
NC_001145.3	4204	asmbl_4205	Unigene2974_YT,Unigene2974_YT	orient(a-/s?) align: 421265(971)-422235(1)
NC_001145.3	4205	asmbl_4206	Unigene2973_YT,Unigene2973_YT	orient(a-/s?) align: 422235(2523)-424757(1)
NC_001145.3	4206	asmbl_4207	Unigene2972_YT,Unigene2972_YT	orient(a+/s?) align: 424941(1)-426400(1460)
NC_001145.3	4207	asmbl_4208	Unigene2971_YT,Unigene2971_YT	orient(a-/s?) align: 426247(3460)-429706(1)
NC_001145.3	4208	asmbl_4209	Unigene2970_YT,Unigene2970_YT	orient(a-/s?) align: 429691(265)-429955(1)
NC_001145.3	4209	asmbl_4210	Unigene2969_YT,Unigene2969_YT	orient(a+/s?) align: 429926(1)-431512(1587)
NC_001145.3	4210	asmbl_4211	Unigene2968_YT,Unigene2968_YT	orient(a-/s?) align: 433178(215)-433392(1)
NC_001145.3	4211	asmbl_4212	Unigene2967_YT,Unigene2967_YT	orient(a-/s?) align: 433388(360)-433747(1)
NC_001145.3	4212	asmbl_4213	Unigene2966_YT,Unigene2966_YT	orient(a+/s?) align: 433808(1)-436231(2424)
NC_001145.3	4213	asmbl_4214	Unigene2965_YT,Unigene2965_YT	orient(a+/s?) align: 436307(1)-437211(905)
NC_001145.3	4214	asmbl_4215	Unigene2964_YT,Unigene2964_YT	orient(a+/s?) align: 437194(1)-438914(1721)
NC_001145.3	4215	asmbl_4216	Unigene2963_YT,Unigene2963_YT	orient(a-/s?) align: 439011(204)-439214(1)
NC_001145.3	4216	asmbl_4217	Unigene2962_YT,Unigene2962_YT	orient(a-/s?) align: 440807(425)-441231(1)
NC_001145.3	4217	asmbl_4218	Unigene2960_YT,Unigene2961_YT,Unigene2960_YT,Unigene2961_YT	orient(a+/s?) align: 442022(1)-443503(1482)
NC_001145.3	4218	asmbl_4219	Unigene2957_YT,Unigene2958_YT,Unigene2959_YT,Unigene2957_YT,Unigene2958_YT,Unigene2959_YT	orient(a-/s?) align: 443249(5145)-448393(1)
NC_001145.3	4219	asmbl_4220	Unigene2956_YT,Unigene2956_YT	orient(a+/s?) align: 448305(1)-449995(1691)
NC_001145.3	4220	asmbl_4221	Unigene2955_YT,Unigene2955_YT	orient(a-/s?) align: 450011(1437)-451447(1)
NC_001145.3	4221	asmbl_4222	Unigene2954_YT,Unigene2954_YT	orient(a-/s?) align: 451555(2195)-453749(1)
NC_001145.3	4222	asmbl_4223	Unigene2953_YT,Unigene2953_YT	orient(a+/s?) align: 453965(1)-455611(1647)
NC_001145.3	4223	asmbl_4224	Unigene2952_YT,Unigene2952_YT	orient(a+/s?) align: 458408(1)-459475(1068)
NC_001145.3	4224	asmbl_4225	Unigene2951_YT,Unigene2951_YT	orient(a+/s?) align: 462759(1)-463198(440)
NC_001145.3	4225	asmbl_4226	Unigene2950_YT,Unigene2950_YT	orient(a-/s?) align: 463655(1237)-464891(1)
NC_001145.3	4226	asmbl_4227	Unigene2949_YT,Unigene2949_YT	orient(a+/s?) align: 464957(1)-465548(592)
NC_001145.3	4227	asmbl_4228	Unigene2948_YT,Unigene2948_YT	orient(a+/s?) align: 465946(1)-468387(2442)
NC_001145.3	4228	asmbl_4229	Unigene2947_YT,Unigene2947_YT	orient(a-/s?) align: 468297(855)-469151(1)
NC_001145.3	4229	asmbl_4230	Unigene2946_YT,Unigene2946_YT	orient(a-/s?) align: 469730(3008)-472737(1)
NC_001145.3	4230	asmbl_4231	Unigene2944_YT,Unigene2945_YT,Unigene2944_YT,Unigene2945_YT	orient(a+/s?) align: 472722(1)-475687(2966)
NC_001145.3	4231	asmbl_4232	Unigene2943_YT,Unigene2943_YT	orient(a-/s?) align: 478314(1877)-480190(1)
NC_001145.3	4232	asmbl_4233	Unigene2942_YT,Unigene2942_YT	orient(a+/s?) align: 480308(1)-480539(232)
NC_001145.3	4233	asmbl_4234	Unigene2941_YT,Unigene2941_YT	orient(a+/s?) align: 480704(1)-481285(582)
NC_001145.3	4234	asmbl_4235	Unigene2939_YT,Unigene2940_YT,Unigene2939_YT,Unigene2940_YT	orient(a+/s?) align: 481322(1)-481825(504)
NC_001145.3	4235	asmbl_4236	Unigene2937_YT,Unigene2937_YT	orient(a-/s?) align: 482186(286)-482471(1)
NC_001145.3	4236	asmbl_4237	Unigene2935_YT,Unigene2936_YT,Unigene2935_YT,Unigene2936_YT	orient(a+/s?) align: 482475(1)-483514(1040)
NC_001145.3	4237	asmbl_4238	Unigene2934_YT,Unigene2934_YT	orient(a-/s?) align: 483478(227)-483704(1)
NC_001145.3	4238	asmbl_4239	Unigene2933_YT,Unigene2933_YT	orient(a+/s?) align: 483779(1)-486277(2499)
NC_001145.3	4239	asmbl_4240	Unigene2932_YT,Unigene2932_YT	orient(a+/s?) align: 486522(1)-490346(3825)
NC_001145.3	4240	asmbl_4241	Unigene2931_YT,Unigene2931_YT	orient(a-/s?) align: 490323(1732)-492054(1)
NC_001145.3	4241	asmbl_4242	Unigene2930_YT,Unigene2930_YT	orient(a+/s?) align: 494561(1)-494856(296)
NC_001145.3	4242	asmbl_4243	Unigene2929_YT,Unigene2929_YT	orient(a+/s?) align: 494940(1)-496312(1373)
NC_001145.3	4243	asmbl_4244	Unigene2928_YT,Unigene2928_YT	orient(a-/s?) align: 496205(1315)-497519(1)
NC_001145.3	4244	asmbl_4245	Unigene2927_YT,Unigene2927_YT	orient(a+/s?) align: 497648(1)-499285(1638)
NC_001145.3	4245	asmbl_4246	Unigene2926_YT,Unigene2926_YT	orient(a-/s?) align: 499827(247)-500073(1)
NC_001145.3	4246	asmbl_4247	Unigene2924_YT,Unigene2925_YT,Unigene2924_YT,Unigene2925_YT	orient(a+/s?) align: 501016(1)-501933(918)
NC_001145.3	4247	asmbl_4248	Unigene2923_YT,Unigene2923_YT	orient(a+/s?) align: 502107(1)-503777(1671)
NC_001145.3	4248	asmbl_4249	Unigene2922_YT,Unigene2922_YT	orient(a+/s?) align: 505018(1)-507430(2413)
NC_001145.3	4249	asmbl_4250	Unigene2921_YT,Unigene2921_YT	orient(a-/s?) align: 507293(2036)-509328(1)
NC_001145.3	4250	asmbl_4251	Unigene2919_YT,Unigene2919_YT	orient(a-/s?) align: 510090(472)-510561(1)
NC_001145.3	4251	asmbl_4252	Unigene2918_YT,Unigene2918_YT	orient(a+/s?) align: 510515(1)-512389(1875)
NC_001145.3	4252	asmbl_4253	Unigene2916_YT,Unigene2917_YT,Unigene2916_YT,Unigene2917_YT	orient(a+/s?) align: 512418(1)-513405(988)
NC_001145.3	4253	asmbl_4254	Unigene2914_YT,Unigene2914_YT	orient(a+/s?) align: 517508(1)-520636(3129)
NC_001145.3	4254	asmbl_4255	Unigene2913_YT,Unigene2913_YT	orient(a-/s?) align: 520650(1381)-522030(1)
NC_001145.3	4255	asmbl_4256	Unigene2912_YT,Unigene2912_YT	orient(a-/s?) align: 522014(1433)-523446(1)
NC_001145.3	4256	asmbl_4257	Unigene2911_YT,Unigene2911_YT	orient(a+/s?) align: 523648(1)-527617(3970)
NC_001145.3	4257	asmbl_4258	Unigene2910_YT,Unigene2910_YT	orient(a-/s?) align: 531865(200)-532064(1)
NC_001145.3	4258	asmbl_4259	Unigene2909_YT,Unigene2909_YT	orient(a+/s?) align: 532119(1)-533109(991)
NC_001145.3	4259	asmbl_4260	Unigene2908_YT,Unigene2908_YT	orient(a-/s?) align: 534944(716)-535659(1)
NC_001145.3	4260	asmbl_4261	Unigene2907_YT,Unigene2907_YT	orient(a-/s?) align: 535962(871)-536832(1)
NC_001145.3	4261	asmbl_4262	Unigene2906_YT,Unigene2906_YT	orient(a-/s?) align: 536820(457)-537276(1)
NC_001145.3	4262	asmbl_4263	Unigene2904_YT,Unigene2904_YT	orient(a-/s?) align: 538709(1619)-540327(1)
NC_001145.3	4263	asmbl_4264	Unigene2903_YT,Unigene2903_YT	orient(a-/s?) align: 540456(253)-540708(1)
NC_001145.3	4264	asmbl_4265	Unigene2902_YT,Unigene2902_YT	orient(a+/s?) align: 541035(1)-542948(1914)
NC_001145.3	4265	asmbl_4266	Unigene2901_YT,Unigene2901_YT	orient(a-/s?) align: 542984(2076)-545059(1)
NC_001145.3	4266	asmbl_4267	Unigene2900_YT,Unigene2900_YT	orient(a-/s?) align: 545509(205)-545713(1)
NC_001145.3	4267	asmbl_4268	Unigene2899_YT,Unigene2899_YT	orient(a+/s?) align: 546125(1)-547534(1410)
NC_001145.3	4268	asmbl_4269	Unigene2898_YT,Unigene2898_YT	orient(a+/s?) align: 547589(1)-550012(2424)
NC_001145.3	4269	asmbl_4270	Unigene2897_YT,Unigene2897_YT	orient(a-/s?) align: 549845(1391)-551235(1)
NC_001145.3	4270	asmbl_4271	Unigene2896_YT,Unigene2896_YT	orient(a+/s?) align: 553362(1)-554576(1215)
